bucket_id,ts,side,pred_long,pred_short,gap,variant,window,outcome,whipsaw,O.06,O.12,O.24,O.18,O.23
18334,1782953943,short,35.45,40.09,4.64,W-ALL,holdout,SL,0,,2.0196,0.0518,0.0259,0.0000
18335,1782954022,short,35.17,40.11,4.94,W-ALL,holdout,SL,0,,1.9401,0.1295,0.0647,107.5500
18336,1782954130,short,35.20,39.95,4.74,W-ALL,holdout,SL,0,,1.9533,0.0518,0.0259,0.0000
18337,1782954189,short,35.55,39.96,4.41,W-ALL,holdout,SL,0,,1.7814,0.3878,0.1939,225.1300
18338,1782954197,short,35.84,39.26,3.42,W-ALL,holdout,SL,0,,1.7814,0.3878,0.1939,225.1300
18339,1782954210,short,35.53,39.93,4.40,W-ALL,holdout,SL,0,,1.7551,0.4394,0.2197,225.1300
18340,1782954231,short,35.35,40.10,4.74,W-ALL,holdout,SL,0,,1.7551,0.4394,0.2197,225.1300
18341,1782954276,short,35.61,39.84,4.23,W-ALL,holdout,SL,0,,1.8871,0.1812,0.0906,106.1540
18342,1782954320,short,35.19,39.95,4.76,W-ALL,holdout,SL,0,,1.9268,0.1036,0.0518,0.0000
18343,1782954382,short,34.87,40.29,5.42,W-ALL,holdout,SL,0,,1.9004,0.1553,0.0777,0.0000
18344,1782954456,short,35.17,40.05,4.88,W-ALL,holdout,SL,0,,1.8871,0.0518,0.0259,0.0000
18345,1782954563,short,35.52,39.65,4.13,W-ALL,holdout,SL,0,,1.7287,0.1292,0.0646,0.0000
18346,1782954581,short,35.44,39.66,4.22,W-ALL,holdout,SL,0,,1.7155,0.0775,0.0388,0.0000
18347,1782954604,short,35.11,40.13,5.02,W-ALL,holdout,SL,0,,1.7023,0.1033,0.0517,47.0010
18348,1782954627,short,35.53,39.89,4.36,W-ALL,holdout,SL,0,,1.6496,0.2066,0.1033,47.0010
18349,1782954674,short,35.51,39.86,4.35,W-ALL,holdout,SL,0,,1.7155,0.0775,0.0388,0.0000
18350,1782954738,short,35.08,40.29,5.20,W-ALL,holdout,SL,0,,1.5970,0.0000,0.0000,0.0000
18351,1782954759,short,35.18,40.28,5.10,W-ALL,holdout,SL,0,,1.5313,0.1032,0.0516,39.4770
18352,1782954784,short,35.49,40.12,4.63,W-ALL,holdout,SL,0,,1.4657,0.2320,0.1160,39.4770
18353,1782954832,short,35.43,40.11,4.68,W-ALL,holdout,SL,0,,1.4657,0.2320,0.1160,39.4770
18354,1782954856,short,35.48,40.07,4.58,W-ALL,holdout,SL,0,,1.4657,0.2320,0.1160,39.4770
18355,1782954892,short,35.33,40.28,4.95,W-ALL,holdout,SL,0,,1.4657,0.2320,0.1160,39.4770
18356,1782954940,short,35.35,40.19,4.84,W-ALL,holdout,SL,0,,1.4264,0.3092,0.1546,39.4770
18357,1782954980,short,35.45,40.33,4.87,W-ALL,holdout,SL,0,,1.3871,0.3863,0.1932,129.5360
18358,1782955009,short,34.92,40.82,5.90,W-ALL,holdout,SL,0,,1.4133,0.3349,0.1675,39.4770
18359,1782955048,short,35.29,40.55,5.27,W-ALL,holdout,SL,0,,1.5444,0.0774,0.0387,0.0000
18360,1782955121,short,35.53,40.19,4.65,W-ALL,holdout,SL,0,,1.2955,0.2573,0.1287,155.2800
18361,1782955144,short,36.19,39.75,3.56,W-ALL,holdout,SL,0,,1.2171,0.4114,0.2057,366.0700
18362,1782955171,short,36.74,39.57,2.82,W-ALL,holdout,SL,0,,1.2824,0.2830,0.1415,155.2800
18363,1782955225,short,36.22,39.79,3.57,W-ALL,holdout,SL,0,,1.2824,0.2830,0.1415,155.2800
18364,1782955319,short,35.91,39.88,3.97,W-ALL,holdout,SL,0,,1.3740,0.1030,0.0515,61.3370
18365,1782955381,short,35.57,40.31,4.75,W-ALL,holdout,SL,0,,1.4133,0.0000,0.0000,0.0000
18366,1782955440,short,36.37,39.72,3.35,W-ALL,holdout,SL,0,,1.2693,0.0515,0.0257,0.0000
18367,1782955529,short,36.27,39.62,3.35,W-ALL,holdout,SL,0,,1.1910,0.1799,0.0900,69.4770
18368,1782955596,short,36.52,39.46,2.93,W-ALL,holdout,SL,0,,1.1388,0.2826,0.1413,69.4770
18369,1782955665,short,36.06,39.77,3.71,W-ALL,holdout,SL,0,,1.2302,0.1029,0.0514,0.0000
18370,1782955765,short,35.59,39.93,4.34,W-ALL,holdout,SL,0,,1.1388,0.0257,0.0128,0.0000
18371,1782955819,short,35.70,39.91,4.21,W-ALL,holdout,SL,0,,0.9957,0.0000,0.0000,0.0000
18372,1782955821,short,35.51,39.82,4.31,W-ALL,holdout,SL,0,,0.9437,0.0256,0.0128,0.0000
18373,1782955841,short,35.42,40.25,4.83,W-ALL,holdout,SL,0,,0.8789,0.0000,0.0000,0.0000
18374,1782955854,short,35.57,40.05,4.48,W-ALL,holdout,SL,0,,0.8659,0.0256,0.0128,0.0000
18375,1782955884,short,35.52,39.96,4.45,W-ALL,holdout,SL,0,,0.7753,0.0768,0.0384,0.0000
18376,1782955908,short,35.48,40.03,4.55,W-ALL,holdout,SL,0,,0.7753,0.0000,0.0000,0.0000
18377,1782955932,short,35.38,40.16,4.79,W-ALL,holdout,SL,0,,0.7235,0.1024,0.0512,19.0190
18378,1782955958,short,35.35,40.23,4.89,W-ALL,holdout,SL,0,,0.6590,0.2301,0.1151,19.0190
18379,1782955984,short,35.78,39.79,4.02,W-ALL,holdout,SL,0,,0.5816,0.3833,0.1916,99.7100
18380,1782955992,short,35.76,39.60,3.84,W-ALL,holdout,SL,1,,0.5300,0.4853,0.2426,192.6250
18381,1782955992,short,35.80,39.34,3.53,W-ALL,holdout,SL,1,,0.5300,0.4853,0.2426,192.6250
18382,1782956003,short,36.02,39.49,3.47,W-ALL,holdout,SL,0,,0.6202,0.3067,0.1534,41.2450
18383,1782956025,short,36.10,39.55,3.45,W-ALL,holdout,SL,0,,0.6460,0.2557,0.1278,19.0190
18384,1782956044,short,35.95,39.64,3.69,W-ALL,holdout,SL,0,,0.7623,0.0000,0.0000,0.0000
18385,1782956070,short,36.25,39.55,3.31,W-ALL,holdout,SL,0,,0.6073,0.1278,0.0639,21.6490
18386,1782956091,short,36.05,39.68,3.62,W-ALL,holdout,SL,1,,0.5558,0.2299,0.1150,93.3690
18387,1782956113,short,35.55,40.08,4.53,W-ALL,holdout,SL,0,,0.6202,0.1022,0.0511,0.0000
18388,1782956185,short,35.77,39.91,4.14,W-ALL,holdout,SL,0,,0.5687,0.0511,0.0255,0.0000
18389,1782956233,short,35.94,39.85,3.91,W-ALL,holdout,SL,1,,0.4143,0.3316,0.1658,136.9780
18390,1782956269,short,35.78,40.18,4.40,W-ALL,holdout,SL,1,,0.4914,0.1787,0.0894,0.0000
18391,1782956317,short,35.80,39.94,4.14,W-ALL,holdout,SL,1,,0.4786,0.1787,0.0893,53.0770
18392,1782956370,short,35.92,40.00,4.09,W-ALL,holdout,SL,1,,0.4914,0.0000,0.0000,0.0000
18393,1782956397,short,36.31,39.75,3.45,W-ALL,holdout,SL,1,,0.3758,0.0255,0.0128,0.0000
18394,1782956415,short,36.74,39.49,2.75,W-ALL,holdout,SL,1,,0.3758,0.0255,0.0128,0.0000
18395,1782956427,short,36.87,39.39,2.52,W-ALL,holdout,TP,0,0.7860,,,,
18396,1782956427,short,37.11,38.88,1.78,W-ALL,holdout,TP,0,0.8864,,,,
18397,1782956430,short,37.06,39.09,2.03,W-ALL,holdout,TP,0,0.7734,,,,
18398,1782956436,short,37.13,39.02,1.89,W-ALL,holdout,TP,0,0.8864,,,,
18399,1782956453,short,37.18,39.28,2.10,W-ALL,holdout,TP,0,0.8111,,,,
18400,1782956471,short,36.94,39.31,2.37,W-ALL,holdout,TP,0,0.6853,,,,
18401,1782956484,short,36.78,39.24,2.47,W-ALL,holdout,TP,0,0.5971,,,,
18402,1782956515,short,36.84,39.36,2.52,W-ALL,holdout,TP,0,0.4707,,,,
18403,1782956553,short,36.56,39.46,2.90,W-ALL,holdout,TP,0,0.4960,,,,
18404,1782956592,short,36.55,39.45,2.91,W-ALL,holdout,TP,0,0.4581,,,,
18405,1782956624,short,36.83,39.07,2.23,W-ALL,holdout,TP,0,0.4960,,,,
18406,1782956706,short,36.36,39.57,3.22,W-ALL,holdout,TP,0,0.4201,,,,
18407,1782956766,short,36.54,39.44,2.90,W-ALL,holdout,TP,0,0.4454,,,,
18408,1782956832,short,36.79,39.08,2.29,W-ALL,holdout,TP,0,0.5592,,,,
18409,1782956896,short,36.62,39.23,2.61,W-ALL,holdout,TP,0,0.4834,,,,
18410,1782956972,short,36.08,39.97,3.89,W-ALL,holdout,TP,0,0.3314,,,,
18411,1782956995,short,35.80,40.13,4.33,W-ALL,holdout,TP,0,0.3187,,,,
18412,1782957006,short,35.97,39.94,3.97,W-ALL,holdout,TP,0,0.3060,,,,
18413,1782957039,short,36.02,39.98,3.96,W-ALL,holdout,SL,1,,0.8141,0.8452,0.4226,1401.0450
18414,1782957054,short,36.03,39.84,3.82,W-ALL,holdout,SL,1,,0.9048,0.6665,0.3332,726.2870
18415,1782957110,short,35.70,40.11,4.41,W-ALL,holdout,SL,1,,0.9308,0.6154,0.3077,568.6510
18416,1782957143,short,35.69,40.49,4.80,W-ALL,holdout,SL,0,,0.9567,0.5642,0.2821,535.7860
18417,1782957178,short,35.79,40.13,4.34,W-ALL,holdout,SL,1,,0.8918,0.6920,0.3460,725.1310
18418,1782957283,short,35.82,40.22,4.40,W-ALL,holdout,SL,1,,0.8659,0.7431,0.3716,873.8780
18419,1782957331,short,36.30,39.97,3.66,W-ALL,holdout,SL,0,,0.9697,0.5387,0.2693,387.4750
18420,1782957396,short,36.12,39.78,3.66,W-ALL,holdout,SL,1,,0.8659,0.7431,0.3716,826.4970
18421,1782957507,short,35.94,39.66,3.72,W-ALL,holdout,SL,1,,0.7623,0.9471,0.4736,1370.1150
18422,1782957604,short,35.90,39.79,3.89,W-ALL,holdout,SL,1,,0.7753,0.9217,0.4608,1272.5840
18423,1782957685,short,35.82,39.89,4.07,W-ALL,holdout,SL,1,,0.9048,0.6665,0.3332,590.1350
18424,1782957710,short,35.71,40.04,4.32,W-ALL,holdout,SL,1,,0.8400,0.7942,0.3971,745.4840
18425,1782957716,short,36.06,39.79,3.74,W-ALL,holdout,SL,1,,0.9048,0.6665,0.3332,590.1350
18426,1782957769,short,36.10,40.30,4.20,W-ALL,holdout,SL,0,,0.9957,0.4875,0.2437,335.1240
18427,1782957837,short,35.13,40.78,5.65,W-ALL,holdout,SL,0,,1.0217,0.4363,0.2181,181.2790
18428,1782957891,short,35.98,40.04,4.06,W-ALL,holdout,SL,1,,0.8270,0.8197,0.4098,756.9720
18429,1782958003,short,35.37,40.23,4.86,W-ALL,holdout,SL,1,,0.8400,0.7942,0.3971,617.7040
18430,1782958104,short,35.50,40.17,4.66,W-ALL,holdout,SL,0,,0.9697,0.5387,0.2693,266.2970
18431,1782958152,short,35.62,40.53,4.91,W-ALL,holdout,SL,0,,1.0477,0.3851,0.1925,133.0220
18432,1782958204,short,35.30,40.35,5.05,W-ALL,holdout,SL,0,,1.0737,0.3338,0.1669,80.6140
18433,1782958235,short,35.47,40.29,4.82,W-ALL,holdout,SL,0,,1.2040,0.0771,0.0386,0.0000
18434,1782958285,short,35.22,40.58,5.36,W-ALL,holdout,SL,0,,1.1258,0.1285,0.0642,0.0000
18435,1782958370,short,35.13,40.26,5.13,W-ALL,holdout,SL,0,,1.0087,0.0257,0.0128,0.0000
18436,1782958397,short,35.66,39.84,4.18,W-ALL,holdout,SL,0,,0.8789,0.1281,0.0641,223.5160
18437,1782958499,short,35.18,40.15,4.97,W-ALL,holdout,SL,0,,0.9308,0.0000,0.0000,0.0000
18438,1782958564,short,35.06,40.29,5.23,W-ALL,holdout,SL,0,,0.7365,0.3839,0.1919,474.7120
18439,1782958591,short,35.41,40.16,4.75,W-ALL,holdout,SL,0,,0.8400,0.1793,0.0897,121.7860
18440,1782958662,short,34.81,40.52,5.71,W-ALL,holdout,SL,0,,0.8012,0.2561,0.1280,187.8360
18441,1782958784,short,34.84,40.52,5.68,W-ALL,holdout,SL,0,,0.8918,0.0000,0.0000,0.0000
18442,1782958880,short,34.94,40.30,5.36,W-ALL,holdout,SL,0,,0.7623,0.2560,0.1280,158.2830
18443,1782958972,short,34.86,40.31,5.45,W-ALL,holdout,SL,0,,0.8012,0.1024,0.0512,66.0500
18444,1782959077,short,35.08,39.96,4.88,W-ALL,holdout,SL,1,,0.7106,0.2814,0.1407,147.8080
18445,1782959114,short,35.37,40.01,4.64,W-ALL,holdout,SL,1,,0.6590,0.3836,0.1918,207.4720
18446,1782959233,short,35.45,40.09,4.63,W-ALL,holdout,SL,1,,0.6590,0.3836,0.1918,207.4720
18447,1782959293,short,35.22,40.18,4.96,W-ALL,holdout,SL,1,,0.7106,0.2814,0.1407,147.8080
18448,1782959374,short,34.81,40.69,5.88,W-ALL,holdout,SL,0,,0.7365,0.2303,0.1152,66.0500
18449,1782959440,short,35.29,40.17,4.88,W-ALL,holdout,SL,0,,0.8141,0.0000,0.0000,0.0000
18450,1782959489,short,35.94,39.84,3.89,W-ALL,holdout,SL,1,,0.6331,0.2045,0.1023,0.0000
18451,1782959589,short,35.31,40.44,5.13,W-ALL,holdout,SL,1,,0.5558,0.2299,0.1150,104.5870
18452,1782959694,short,35.25,40.19,4.94,W-ALL,holdout,SL,1,,0.5816,0.0256,0.0128,0.0000
18453,1782959795,short,35.28,40.18,4.90,W-ALL,holdout,SL,1,,0.5558,0.0000,0.0000,0.0000
18454,1782959875,short,35.44,40.14,4.69,W-ALL,holdout,TP,0,0.6727,,,,
18455,1782959923,short,35.51,40.07,4.56,W-ALL,holdout,TP,0,0.6727,,,,
18456,1782959978,short,35.32,40.23,4.91,W-ALL,holdout,TP,0,0.5971,,,,
18457,1782960064,short,34.69,40.71,6.02,W-ALL,holdout,TP,0,0.5845,,,,
18458,1782960107,short,35.22,40.29,5.07,W-ALL,holdout,TP,0,0.6601,,,,
18459,1782960111,short,35.36,40.02,4.66,W-ALL,holdout,TP,0,0.6853,,,,
18460,1782960175,short,34.78,40.83,6.05,W-ALL,holdout,TP,0,0.6979,,,,
18461,1782960262,short,35.19,40.44,5.25,W-ALL,holdout,TP,0,0.6979,,,,
18462,1782960300,short,34.81,40.89,6.08,W-ALL,holdout,TP,0,0.6727,,,,
18463,1782960405,short,34.51,40.95,6.44,W-ALL,holdout,TP,0,0.6475,,,,
18464,1782960437,short,35.08,40.58,5.50,W-ALL,holdout,TP,0,0.6853,,,,
18465,1782960438,short,35.48,40.04,4.55,W-ALL,holdout,TP,0,0.7482,,,,
18466,1782960467,short,35.11,40.60,5.49,W-ALL,holdout,TP,0,0.7608,,,,
18467,1782960494,short,34.89,40.76,5.86,W-ALL,holdout,TP,0,0.7231,,,,
18468,1782960544,short,34.97,40.64,5.67,W-ALL,holdout,TP,0,0.6475,,,,
18469,1782960553,short,35.21,40.28,5.07,W-ALL,holdout,TP,0,0.5971,,,,
18470,1782960589,short,34.98,40.63,5.66,W-ALL,holdout,TP,0,0.5340,,,,
18471,1782960668,short,34.86,40.66,5.80,W-ALL,holdout,SL,1,,0.5687,0.0766,0.0383,0.0000
18472,1782960731,short,34.92,40.78,5.86,W-ALL,holdout,TP,0,0.5592,,,,
18473,1782960873,short,35.17,40.29,5.12,W-ALL,holdout,TP,0,0.5466,,,,
18474,1782960941,short,34.84,40.56,5.72,W-ALL,holdout,TP,0,0.5466,,,,
18475,1782961071,short,34.78,40.67,5.89,W-ALL,holdout,TP,0,0.6475,,,,
18476,1782961161,short,34.44,41.08,6.64,W-ALL,holdout,TP,0,0.5971,,,,
18477,1782961226,short,34.53,40.76,6.22,W-ALL,holdout,TP,0,0.6223,,,,
18478,1782961289,short,34.98,40.54,5.55,W-ALL,holdout,TP,0,0.6979,,,,
18479,1782961383,short,34.90,40.45,5.55,W-ALL,holdout,TP,0,0.6853,,,,
18480,1782961456,short,35.07,40.43,5.37,W-ALL,holdout,TP,0,0.6223,,,,
18481,1782961585,short,35.07,40.21,5.14,W-ALL,holdout,TP,0,0.6979,,,,
18482,1782961654,short,34.72,40.59,5.87,W-ALL,holdout,TP,0,0.6853,,,,
18483,1782961815,short,34.87,40.44,5.57,W-ALL,holdout,TP,0,0.5845,,,,
18484,1782961947,short,34.47,40.98,6.51,W-ALL,holdout,TP,0,0.5087,,,,
18485,1782961997,short,34.80,40.73,5.93,W-ALL,holdout,TP,0,0.5971,,,,
18486,1782962088,short,34.32,40.99,6.67,W-ALL,holdout,TP,0,0.6097,,,,
18487,1782962160,short,34.22,41.05,6.83,W-ALL,holdout,TP,0,0.5592,,,,
18488,1782962199,short,34.82,40.67,5.84,W-ALL,holdout,TP,0,0.5971,,,,
18489,1782962312,short,34.70,40.89,6.19,W-ALL,holdout,SL,1,,0.6073,0.9201,0.4601,559.4110
18490,1782962322,short,34.78,40.90,6.12,W-ALL,holdout,SL,1,,0.6848,0.7674,0.3837,549.0910
18491,1782962339,short,34.47,41.08,6.60,W-ALL,holdout,SL,1,,0.7106,0.7164,0.3582,532.2630
18492,1782962387,short,34.37,41.22,6.84,W-ALL,holdout,SL,1,,0.7623,0.6144,0.3072,476.3660
18493,1782962387,short,34.60,40.86,6.26,W-ALL,holdout,SL,0,,0.8012,0.5378,0.2689,476.2170
18494,1782962387,short,34.64,40.79,6.15,W-ALL,holdout,SL,0,,0.7753,0.5888,0.2944,476.2170
18495,1782962395,short,34.83,40.55,5.72,W-ALL,holdout,SL,1,,0.7494,0.6399,0.3199,476.3040
18496,1782962467,short,34.32,41.14,6.82,W-ALL,holdout,SL,0,,0.8400,0.4611,0.2306,404.0180
18497,1782962488,short,35.11,40.82,5.71,W-ALL,holdout,SL,0,,0.9308,0.2821,0.1410,309.8780
18498,1782962488,short,34.84,40.49,5.65,W-ALL,holdout,SL,0,,0.9437,0.2564,0.1282,309.7430
18499,1782962498,short,35.71,39.93,4.21,W-ALL,holdout,SL,0,,0.9957,0.1539,0.0770,256.6560
18500,1782962505,short,35.92,39.72,3.80,W-ALL,holdout,SL,0,,0.9827,0.1796,0.0898,256.6560
18501,1782962522,short,35.85,39.88,4.04,W-ALL,holdout,SL,0,,0.9697,0.2052,0.1026,275.4170
18502,1782962526,short,36.61,38.86,2.26,W-ALL,holdout,SL,0,,1.0607,0.0000,0.0000,0.0000
18503,1782962545,short,35.98,39.59,3.60,W-ALL,holdout,SL,0,,0.9827,0.1283,0.0641,252.2430
18504,1782962559,short,36.03,39.46,3.43,W-ALL,holdout,SL,0,,1.0217,0.0513,0.0257,0.0000
18505,1782962602,short,36.47,39.05,2.58,W-ALL,holdout,SL,0,,0.9308,0.2308,0.1154,238.7820
18506,1782962685,short,36.25,39.40,3.14,W-ALL,holdout,SL,0,,1.0087,0.0770,0.0385,156.1350
18507,1782962745,short,35.63,39.84,4.21,W-ALL,holdout,SL,0,,1.0217,0.0513,0.0257,0.0000
18508,1782962841,short,35.24,39.93,4.69,W-ALL,holdout,SL,0,,1.0217,0.0000,0.0000,0.0000
18509,1782962857,short,35.50,39.86,4.36,W-ALL,holdout,SL,0,,0.9308,0.0256,0.0128,0.0000
18510,1782962871,short,35.29,40.05,4.77,W-ALL,holdout,SL,0,,0.8789,0.0000,0.0000,0.0000
18511,1782962871,short,35.68,39.35,3.68,W-ALL,holdout,SL,0,,0.7753,0.1024,0.0512,0.0000
18512,1782962871,short,36.34,38.81,2.47,W-ALL,holdout,SL,0,,0.6719,0.0512,0.0256,0.0000
18513,1782962872,short,36.56,38.56,1.99,W-ALL,holdout,SL,0,,0.5043,0.0766,0.0383,0.0000
18514,1782962873,short,36.72,38.52,1.79,W-ALL,holdout,SL,0,,0.3758,0.0000,0.0000,0.0000
18515,1782962874,short,36.28,38.92,2.64,W-ALL,holdout,SL,1,,0.3244,0.6627,0.3313,785.1140
18516,1782962875,short,36.57,38.63,2.07,W-ALL,holdout,SL,1,,0.2092,0.8910,0.4455,1189.5490
18517,1782962878,short,36.32,38.93,2.62,W-ALL,holdout,SL,1,,0.1580,0.9924,0.4962,1227.5810
18518,1782962880,short,36.56,38.87,2.32,W-ALL,holdout,TP,0,0.8864,,,,
18519,1782962881,short,36.66,38.58,1.92,W-ALL,holdout,TP,0,0.8990,,,,
18520,1782962883,short,37.00,38.45,1.45,W-ALL,holdout,TP,0,0.8739,,,,
18521,1782962888,short,36.77,38.52,1.75,W-ALL,holdout,TP,0,0.9240,,,,
18522,1782962897,short,37.15,38.40,1.24,W-ALL,holdout,SL,1,,0.1964,0.9164,0.4582,1201.5090
18523,1782962905,short,36.99,38.53,1.54,W-ALL,holdout,SL,1,,0.2348,0.8403,0.4202,1142.6000
18524,1782962923,short,36.85,38.83,1.98,W-ALL,holdout,SL,1,,0.1964,0.9164,0.4582,1192.6550
18525,1782962944,short,36.72,38.71,2.00,W-ALL,holdout,SL,1,,0.3373,0.6373,0.3186,763.6160
18526,1782962980,short,36.38,39.00,2.62,W-ALL,holdout,SL,0,,0.4400,0.4338,0.2169,358.1900
18527,1782963013,short,36.31,39.11,2.80,W-ALL,holdout,SL,0,,0.5043,0.3064,0.1532,134.8290
18528,1782963048,short,36.08,39.53,3.45,W-ALL,holdout,SL,0,,0.5043,0.3064,0.1532,134.8290
18529,1782963068,short,35.61,39.95,4.33,W-ALL,holdout,SL,0,,0.4914,0.3319,0.1659,134.8290
18530,1782963102,short,35.96,39.63,3.67,W-ALL,holdout,SL,0,,0.9371,0.5101,0.2551,462.4640
18531,1782963126,short,35.66,39.70,4.04,W-ALL,holdout,SL,0,,1.0146,0.3574,0.1787,173.5490
18532,1782963128,short,35.99,39.43,3.44,W-ALL,holdout,SL,0,,1.0923,0.2044,0.1022,43.2900
18533,1782963134,short,35.98,39.48,3.51,W-ALL,holdout,SL,0,,1.1830,0.0000,0.0000,0.0000
18534,1782963172,short,36.16,39.54,3.38,W-ALL,holdout,SL,0,,1.1311,0.0256,0.0128,0.0000
18535,1782963210,short,35.67,39.66,3.99,W-ALL,holdout,SL,0,,1.0275,0.2298,0.1149,88.8160
18536,1782963291,short,35.28,39.77,4.49,W-ALL,holdout,SL,0,,1.0903,0.3827,0.1913,273.8960
18537,1782963403,short,34.69,40.28,5.59,W-ALL,holdout,SL,0,,1.2182,0.3317,0.1659,161.5970
18538,1782963492,short,35.13,40.03,4.90,W-ALL,holdout,SL,0,,1.4495,0.0000,0.0000,0.0000
18539,1782963527,short,35.42,40.03,4.61,W-ALL,holdout,SL,0,,1.1386,0.5347,0.2673,573.5020
18540,1782963530,short,35.70,39.54,3.84,W-ALL,holdout,SL,0,,1.1386,0.5347,0.2673,573.5020
18541,1782963542,short,35.29,40.25,4.96,W-ALL,holdout,SL,0,,1.1257,0.5601,0.2800,573.5020
18542,1782963561,short,35.25,40.20,4.95,W-ALL,holdout,SL,0,,1.1644,0.4839,0.2419,512.8930
18543,1782963618,short,34.95,40.57,5.62,W-ALL,holdout,SL,0,,1.2032,0.4076,0.2038,387.0990
18544,1782963669,short,35.30,40.15,4.84,W-ALL,holdout,SL,0,,1.2291,0.3568,0.1784,216.0160
18545,1782963722,short,35.32,39.95,4.63,W-ALL,holdout,SL,0,,1.2161,0.3822,0.1911,216.0160
18546,1782963790,short,35.27,40.02,4.75,W-ALL,holdout,SL,0,,1.3047,0.4585,0.2292,282.9860
18547,1782963833,short,35.42,40.27,4.85,W-ALL,holdout,SL,0,,1.2917,0.4839,0.2419,282.9860
18548,1782963854,short,35.77,39.81,4.04,W-ALL,holdout,SL,0,,1.3435,0.3822,0.1911,216.0160
18549,1782963899,short,36.27,39.63,3.36,W-ALL,holdout,SL,0,,1.3435,0.3822,0.1911,216.0160
18550,1782963942,short,35.57,40.11,4.54,W-ALL,holdout,SL,0,,1.4083,0.2550,0.1275,72.7810
18551,1782963990,short,35.87,39.89,4.02,W-ALL,holdout,SL,0,,1.5121,0.0255,0.0128,0.0000
18552,1782964091,short,35.41,39.89,4.48,W-ALL,holdout,SL,0,,1.4083,0.2295,0.1147,24.7920
18553,1782964116,short,35.48,40.09,4.61,W-ALL,holdout,SL,0,,1.5121,0.0255,0.0128,0.0000
18554,1782964202,short,35.95,39.79,3.84,W-ALL,holdout,SL,1,,1.2013,0.0000,0.0000,0.0000
18555,1782964204,short,35.65,39.63,3.97,W-ALL,holdout,SL,1,,1.1238,0.0509,0.0254,0.0000
18556,1782964209,short,35.84,39.58,3.74,W-ALL,holdout,TP,0,1.0492,,,,
18557,1782964212,short,35.88,39.47,3.59,W-ALL,holdout,TP,0,1.0242,,,,
18558,1782964234,short,36.45,39.42,2.97,W-ALL,holdout,TP,0,1.0617,,,,
18559,1782964251,short,36.62,39.42,2.80,W-ALL,holdout,TP,0,1.0492,,,,
18560,1782964251,short,36.55,39.15,2.61,W-ALL,holdout,TP,0,1.0992,,,,
18561,1782964251,short,36.74,38.78,2.04,W-ALL,holdout,TP,0,1.1865,,,,
18562,1782964251,short,37.07,38.58,1.51,W-ALL,holdout,TP,0,1.1242,,,,
18563,1782964251,short,36.85,38.70,1.85,W-ALL,holdout,TP,0,1.0867,,,,
18564,1782964265,short,36.52,39.29,2.77,W-ALL,holdout,TP,0,1.0742,,,,
18565,1782964276,short,36.25,39.42,3.17,W-ALL,holdout,SL,1,,1.1496,0.1272,0.0636,30.2580
18566,1782964306,short,36.21,39.68,3.47,W-ALL,holdout,SL,1,,1.1755,0.0763,0.0382,0.0000
18567,1782964327,short,35.70,39.99,4.29,W-ALL,holdout,SL,1,,1.1238,0.0254,0.0127,0.0000
18568,1782964328,short,36.05,39.25,3.20,W-ALL,holdout,SL,1,,1.1238,0.0254,0.0127,0.0000
18569,1782964335,short,36.81,39.05,2.24,W-ALL,holdout,TP,0,1.1741,,,,
18570,1782964339,short,36.73,39.19,2.46,W-ALL,holdout,TP,0,1.2239,,,,
18571,1782964339,short,36.56,39.05,2.48,W-ALL,holdout,TP,0,1.2488,,,,
18572,1782964341,short,36.62,39.14,2.52,W-ALL,holdout,TP,0,1.2737,,,,
18573,1782964347,short,36.73,39.17,2.43,W-ALL,holdout,TP,0,1.1741,,,,
18574,1782964359,short,36.92,39.20,2.27,W-ALL,holdout,TP,0,1.1990,,,,
18575,1782964373,short,36.63,39.47,2.85,W-ALL,holdout,TP,0,1.1990,,,,
18576,1782964397,short,36.46,39.48,3.02,W-ALL,holdout,TP,0,1.1117,,,,
18577,1782964420,short,36.43,39.60,3.17,W-ALL,holdout,TP,0,0.9867,,,,
18578,1782964468,short,36.59,39.33,2.74,W-ALL,holdout,TP,0,1.0617,,,,
18579,1782964525,short,36.38,39.48,3.10,W-ALL,holdout,TP,0,0.9741,,,,
18580,1782964572,short,36.36,39.33,2.97,W-ALL,holdout,TP,0,1.0492,,,,
18581,1782964633,short,36.20,39.35,3.15,W-ALL,holdout,TP,0,1.0117,,,,
18582,1782964675,short,36.81,38.90,2.09,W-ALL,holdout,TP,0,1.0742,,,,
18583,1782964714,short,37.10,39.04,1.94,W-ALL,holdout,TP,0,0.9115,,,,
18584,1782964758,short,36.49,39.41,2.92,W-ALL,holdout,TP,0,0.9366,,,,
18585,1782964785,short,36.97,39.13,2.16,W-ALL,holdout,TP,0,0.9867,,,,
18586,1782964812,short,36.22,39.74,3.52,W-ALL,holdout,TP,0,0.8990,,,,
18587,1782964823,short,36.27,40.01,3.74,W-ALL,holdout,TP,0,0.8613,,,,
18588,1782964856,short,36.30,40.08,3.78,W-ALL,holdout,TP,0,0.7357,,,,
18589,1782964878,short,35.80,40.43,4.62,W-ALL,holdout,TP,0,0.6979,,,,
18590,1782964934,short,35.88,40.04,4.16,W-ALL,holdout,TP,0,0.8362,,,,
18591,1782964968,short,35.80,39.98,4.18,W-ALL,holdout,TP,0,0.8488,,,,
